fact_id,scenario_id,topic,component,grain,time_label,metric,value,unit,category,aggregation,data_flag
LQH-F-00665,DEMO-LQH-06-014,能源管理,充电桩运行,固定,固定展示值,负荷,6.74,kW,充电桩=充电桩1；运行状态=空闲；单位=kW,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00666,DEMO-LQH-06-014,能源管理,充电桩运行,固定,固定展示值,负荷,6.68,kW,充电桩=充电桩2；运行状态=空闲；单位=kW,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00667,DEMO-LQH-06-014,能源管理,充电桩运行,固定,固定展示值,负荷,6.87,kW,充电桩=充电桩3；运行状态=空闲；单位=kW,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00668,DEMO-LQH-06-014,能源管理,充电桩运行,固定,固定展示值,负荷,6.7,kW,充电桩=充电桩4；运行状态=充电中；单位=kW,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00669,DEMO-LQH-06-014,能源管理,充电桩运行,固定,固定展示值,负荷,6.8,kW,充电桩=充电桩5；运行状态=充电中；单位=kW,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00670,DEMO-LQH-06-014,能源管理,充电桩运行,固定,固定展示值,负荷,0,kW,充电桩=充电桩6；运行状态=空闲,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00671,DEMO-LQH-06-014,能源管理,充电桩运行,固定,固定展示值,负荷,0,kW,充电桩=充电桩7；运行状态=空闲,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00672,DEMO-LQH-06-014,能源管理,充电桩运行,固定,固定展示值,负荷,0,kW,充电桩=充电桩8；运行状态=空闲,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00673,DEMO-LQH-06-014,能源管理,充电桩运行,固定,固定展示值,负荷,0,kW,充电桩=充电桩9；运行状态=空闲,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00674,DEMO-LQH-06-015,能源管理,充电桩运行,固定,固定展示值,慢充充电枪总数,922,件,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00675,DEMO-LQH-06-015,能源管理,充电桩运行,固定,固定展示值,慢充充电中,446,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00676,DEMO-LQH-06-015,能源管理,充电桩运行,固定,固定展示值,慢充空闲,476,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00677,DEMO-LQH-06-015,能源管理,充电桩运行,固定,固定展示值,慢充停用,0,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00678,DEMO-LQH-06-015,能源管理,充电桩运行,固定,固定展示值,慢充异常,0,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00679,DEMO-LQH-06-015,能源管理,充电桩运行,固定,固定展示值,超充充电枪总数,102,件,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00680,DEMO-LQH-06-015,能源管理,充电桩运行,固定,固定展示值,超充充电中,45,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00681,DEMO-LQH-06-015,能源管理,充电桩运行,固定,固定展示值,超充空闲,57,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00682,DEMO-LQH-06-015,能源管理,充电桩运行,固定,固定展示值,超充停用,0,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00683,DEMO-LQH-06-015,能源管理,充电桩运行,固定,固定展示值,超充异常,0,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
